Número da pesquisa,Título,Link da pesquisa,Data,Local,Instituto de pesquisa
00005,AVALIAÇÃO PREFEITO DE GARÇA / GOVERNADOR DE SÃO PAULO / PRESIDENTE COSTA E SILVA,https://www.cesop.unicamp.br/por/banco_de_dados/v/1740,06/1968,GARÇA/SP,IBOPE
00007,PLANO ECONÔMICO - CRUZADO I (6 MESES),https://www.cesop.unicamp.br/por/banco_de_dados/v/1741,08/1986,SÃO PAULO/CAP,DATAFOLHA
00008,HORÁRIO ELEITORAL GRATUITO - ELEIÇÃO GOVERNADOR 86,https://www.cesop.unicamp.br/por/banco_de_dados/v/7,09/1986,SÃO PAULO/CAP,DATAFOLHA
00009,PLANO ECONÔMICO - CRUZADO I (8 MESES),https://www.cesop.unicamp.br/por/banco_de_dados/v/1,09/1986,SÃO PAULO/CAP,DATAFOLHA
00010,PLANO ECONÔMICO - CRUZADO II,https://www.cesop.unicamp.br/por/banco_de_dados/v/2481,11/1986,SÃO PAULO/CAP,DATAFOLHA
00011,PLANO ECONÔMICO - CRUZADO I (9 MESES),https://www.cesop.unicamp.br/por/banco_de_dados/v/2,11/1986,SÃO PAULO/CAP,DATAFOLHA
00012,MANDATO PRESIDENTE SARNEY/ AVALIAÇÃO DO PRESIDENTE SARNEY/ INTENÇÃO DE VOTO PARA PRESIDENTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/3,12/1986,SÃO PAULO/CAP,DATAFOLHA
00013,CONSTITUINTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/4,01/1987,SÃO PAULO/CAP,DATAFOLHA
00014,POLÍTICA BRASIL,https://www.cesop.unicamp.br/por/banco_de_dados/v/5,03/1987,BRASIL,IBOPE
00016,PRONUNCIAMENTO SARNEY/ MORATÓRIA,https://www.cesop.unicamp.br/por/banco_de_dados/v/9,02/1987,SÃO PAULO/CAP,DATAFOLHA
00017,CONSTITUINTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/10,02/1987,DISTRITO FEDERAL/DF,DATAFOLHA
00018,EUTANÁSIA,https://www.cesop.unicamp.br/por/banco_de_dados/v/11,04/1987,SÃO PAULO/CAP,DATAFOLHA
00019,PRESIDENCIALISMO X PARLAMENTARISMO,https://www.cesop.unicamp.br/por/banco_de_dados/v/12,04/1987,SÃO PAULO/CAP,DATAFOLHA
00020,DIÁRIO DO CONSTITUINTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/13,04/1987,SÃO PAULO/CAP,DATAFOLHA
00021,NOVO CONGELAMENTO DE PREÇOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/14,04/1987,SÃO PAULO/CAP,DATAFOLHA
00023,SAÍDA DE FUNARO (MINISTRO),https://www.cesop.unicamp.br/por/banco_de_dados/v/16,04/1987,SÃO PAULO/CAP,DATAFOLHA
00024,DISCUSSÕES CONJUGAIS,https://www.cesop.unicamp.br/por/banco_de_dados/v/17,04/1987,SÃO PAULO/CAP,DATAFOLHA
00025,ELEIÇÕES DIRETAS PRESIDENTE/ TROCA MINISTRO ECONOMIA,https://www.cesop.unicamp.br/por/banco_de_dados/v/18,04/1987,SÃO PAULO/CAP,DATAFOLHA
00026,ORÇAMENTO DOMÉSTICO,https://www.cesop.unicamp.br/por/banco_de_dados/v/19,05/1987,SÃO PAULO/CAP,DATAFOLHA
00027,CONSTITUINTE II,https://www.cesop.unicamp.br/por/banco_de_dados/v/20,05/1987,DISTRITO FEDERAL/DF,DATAFOLHA
00028,AVALIAÇÃO SARNEY,https://www.cesop.unicamp.br/por/banco_de_dados/v/21,05/1987,CAPITAIS (VÁRIAS),DATAFOLHA
00029,PROGRAMAÇÃO DE FILMES NA TV,https://www.cesop.unicamp.br/por/banco_de_dados/v/22,05/1987,SÃO PAULO/CAP,DATAFOLHA
00030,RESOLUÇÃO CONCINE (CONSELHO NACIONAL DE CINEMA),https://www.cesop.unicamp.br/por/banco_de_dados/v/23,05/1987,SÃO PAULO/CAP,DATAFOLHA
00031,PLANO ECONÔMICO - NOVO CRUZADO I,https://www.cesop.unicamp.br/por/banco_de_dados/v/24,06/1987,SÃO PAULO/CAP,DATAFOLHA
00032,PLANO ECONÔMICO - NOVO CRUZADO II,https://www.cesop.unicamp.br/por/banco_de_dados/v/25,06/1987,CAPITAIS (VÁRIAS),DATAFOLHA
00033,LICENÇA DE JÂNIO QUADROS,https://www.cesop.unicamp.br/por/banco_de_dados/v/26,06/1987,SÃO PAULO-CAP/SP,DATAFOLHA
00035,VOTO NACIONAL,https://www.cesop.unicamp.br/por/banco_de_dados/v/28,07/1987,BRASIL,IBOPE
00036,PLANO ECONÔMICO - BRESSER (1 MÊS),https://www.cesop.unicamp.br/por/banco_de_dados/v/29,07/1987,SÃO PAULO-CAP/SP,DATAFOLHA
00037,MÃE DE ALUGUEL,https://www.cesop.unicamp.br/por/banco_de_dados/v/30,07/1987,SÃO PAULO-CAP/SP,DATAFOLHA
00039,AVALIAÇÃO PMDB,https://www.cesop.unicamp.br/por/banco_de_dados/v/31,07/1987,CAPITAIS (VÁRIAS),DATAFOLHA
00041,PLANO ECONÔMICO - BRESSER (2 MESES),https://www.cesop.unicamp.br/por/banco_de_dados/v/32,08/1987,SÃO PAULO-CAP/SP,DATAFOLHA
00043,VOTO NACIONAL,https://www.cesop.unicamp.br/por/banco_de_dados/v/34,09/1987,BRASIL,IBOPE
00044,GREVE GERAL,https://www.cesop.unicamp.br/por/banco_de_dados/v/35,08/1987,SÃO PAULO-CAP/SP,DATAFOLHA
00045,PLANO ECONÔMICO - BRESSER (3 MESES),https://www.cesop.unicamp.br/por/banco_de_dados/v/36,09/1987,CAPITAIS (VÁRIAS),DATAFOLHA
00047,CONSTITUINTE III - COMISSÃO DE SISTEMATIZAÇÃO,https://www.cesop.unicamp.br/por/banco_de_dados/v/37,09/1987,DISTRITO FEDERAL/DF,DATAFOLHA
00048,MANDATO PRESIDENCIAL/ SISTEMA DE GOVERNO,https://www.cesop.unicamp.br/por/banco_de_dados/v/38,10/1987,CAPITAIS (VÁRIAS),DATAFOLHA
00051,ROUBO DE CARROS,https://www.cesop.unicamp.br/por/banco_de_dados/v/39,10/1987,SÃO PAULO-CAP/SP,DATAFOLHA
00053,MILITARES I,https://www.cesop.unicamp.br/por/banco_de_dados/v/41,10/1987,SÃO PAULO-CAP/SP,DATAFOLHA
00054,MILITARES II,https://www.cesop.unicamp.br/por/banco_de_dados/v/42,10/1987,SÃO PAULO-CAP/SP,DATAFOLHA
00055,MILITARES III,https://www.cesop.unicamp.br/por/banco_de_dados/v/44,11/1987,SÃO PAULO-CAP/SP,DATAFOLHA
00056,AVALIAÇÃO ULYSSES E SARNEY,https://www.cesop.unicamp.br/por/banco_de_dados/v/40,11/1987,CAPITAIS (VÁRIAS),DATAFOLHA
00058,SISTEMA DE GOVERNO / PRIMEIRO MINISTRO,https://www.cesop.unicamp.br/por/banco_de_dados/v/45,11/1987,CAPITAIS (VÁRIAS),DATAFOLHA
00059,CONSTITUINTE IV,https://www.cesop.unicamp.br/por/banco_de_dados/v/47,12/1987,DISTRITO FEDERAL/DF,DATAFOLHA
00061,EMPRESÁRIOS: EXPECTATIVA 88 E SARNEY,https://www.cesop.unicamp.br/por/banco_de_dados/v/49,12/1987,BRASIL,DATAFOLHA
00063,AVALIAÇÃO PREFEITO DE SÃO PAULO - 2 ANO,https://www.cesop.unicamp.br/por/banco_de_dados/v/51,12/1987,SÃO PAULO-CAP/SP,DATAFOLHA
00065,GASTOS DO GOVERNO QUÉRCIA,https://www.cesop.unicamp.br/por/banco_de_dados/v/53,12/1987,SÃO PAULO-CAP/SP,DATAFOLHA
00066,HOMOSSEXUALISMO / AIDS,https://www.cesop.unicamp.br/por/banco_de_dados/v/55,01/1988,SÃO PAULO-CAP/SP,DATAFOLHA
00069,CONSTITUINTE V / SISTEMA DE GOVERNO E MANDATO SARNEY,https://www.cesop.unicamp.br/por/banco_de_dados/v/58,01/1988,DISTRITO FEDERAL/DF,DATAFOLHA
00070,TEMAS POLÊMICOS DA CONSTITUINTE I,https://www.cesop.unicamp.br/por/banco_de_dados/v/59,01/1988,CAPITAIS (VÁRIAS),DATAFOLHA
00071,TEMAS POLÊMICOS DA CONSTITUINTE II,https://www.cesop.unicamp.br/por/banco_de_dados/v/60,01/1988,CAPITAIS (VÁRIAS),DATAFOLHA
00072,MEDO DE CIRURGIA,https://www.cesop.unicamp.br/por/banco_de_dados/v/62,02/1988,SÃO PAULO-CAP/SP,DATAFOLHA
00073,FUNCIONALISMO PÚBLICO,https://www.cesop.unicamp.br/por/banco_de_dados/v/105,03/1988,SÃO PAULO/SP,DATAFOLHA
00074,AVALIAÇÃO CMTC,https://www.cesop.unicamp.br/por/banco_de_dados/v/106,03/1988,SÃO PAULO-CAP/SP,DATAFOLHA
00075,INSTITUIÇÕES NACIONAIS: PRESTÍGIO E PODER - A,https://www.cesop.unicamp.br/por/banco_de_dados/v/107,03/1988,CAPITAIS (VÁRIAS),DATAFOLHA
00076,INSTITUIÇÕES NACIONAIS: PRESTÍGIO E PODER - B,https://www.cesop.unicamp.br/por/banco_de_dados/v/108,03/1988,CAPITAIS (VÁRIAS),DATAFOLHA
00077,MANDATO PRESIDENTE SARNEY/ CONGRESSO CONSTITUINTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/109,03/1988,CAPITAIS (VÁRIAS),DATAFOLHA
00078,AVALIAÇÃO GILSON MENEZES,https://www.cesop.unicamp.br/por/banco_de_dados/v/110,04/1988,DIADEMA/SP,DATAFOLHA
00079,EMPRESÁRIOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/111,04/1988,SÃO PAULO-CAP/SP,DATAFOLHA
00081,AIDS,https://www.cesop.unicamp.br/por/banco_de_dados/v/112,04/1988,SÃO PAULO-CAP/SP,DATAFOLHA
00082,AIDS / HOMOSSEXUALISMO,https://www.cesop.unicamp.br/por/banco_de_dados/v/113,04/1988,SÃO PAULO-CAP/SP,DATAFOLHA
00083,MANDATO PRESIDENCIAL E REGIME DE GOVERNO,https://www.cesop.unicamp.br/por/banco_de_dados/v/114,05/1988,CAPITAIS (VÁRIAS),DATAFOLHA
00085,CORRUPÇÃO NO GOVERNO QUÉRCIA - (SP),https://www.cesop.unicamp.br/por/banco_de_dados/v/116,05/1988,SÃO PAULO-CAP/SP,DATAFOLHA
00086,ASSEMBLÉIA LEGISLATIVA - BELO HORIZONTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/117,05/1988,BELO HORIZONTE/MG,DATAFOLHA
00089,"EMPRESÁRIOS ""AVALIAÇÃO DA POLÍTICA INDUSTRIAL""",https://www.cesop.unicamp.br/por/banco_de_dados/v/119,06/1988,CAPITAIS (VÁRIAS),DATAFOLHA
00090,JOGO DO BICHO,https://www.cesop.unicamp.br/por/banco_de_dados/v/120,06/1988,SÃO PAULO-CAP/SP E RIO DE JANEIRO-CAP/RJ,DATAFOLHA
00091,PORTE DE ARMAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/121,06/1988,SÃO PAULO-CAP/SP E RIO DE JANEIRO-CAP/RJ,DATAFOLHA
00092,90 ANOS DE CINEMA BRASILEIRO,https://www.cesop.unicamp.br/por/banco_de_dados/v/122,06/1988,SÃO PAULO-CAP/SP,DATAFOLHA
00093,AVALIAÇÃO MAÍLSON DA NÓBREGA,https://www.cesop.unicamp.br/por/banco_de_dados/v/123,06/1988,CAPITAIS (VÁRIAS),DATAFOLHA
00094,AVALIAÇÃO DE PERSONALIDADES - A,https://www.cesop.unicamp.br/por/banco_de_dados/v/124,06/1988,SÃO PAULO-CAP/SP,DATAFOLHA
00095,AVALIAÇÃO DE PERSONALIDADES - B,https://www.cesop.unicamp.br/por/banco_de_dados/v/125,06/1988,SÃO PAULO-CAP/SP,DATAFOLHA
00096,AVALIAÇÃO DE PERSONALIDADES - C,https://www.cesop.unicamp.br/por/banco_de_dados/v/126,06/1988,SÃO PAULO-CAP/SP,DATAFOLHA
00097,EMANCIPAÇÃO DA BARRA DA TIJUCA / RIO DE JANEIRO,https://www.cesop.unicamp.br/por/banco_de_dados/v/127,06/1988,RIO DE JANEIRO-CAP/RJ,DATAFOLHA
00100,TEMAS POLÊMICOS DA CONSTITUINTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/128,07/1988,CAPITAIS (VÁRIAS),DATAFOLHA
00101,FÉRIAS EM SÃO PAULO,https://www.cesop.unicamp.br/por/banco_de_dados/v/129,07/1988,SÃO PAULO-CAP/SP,DATAFOLHA
00102,PRONUNCIAMENTO SARNEY / ULYSSES,https://www.cesop.unicamp.br/por/banco_de_dados/v/130,07/1988,SÃO PAULO-CAP/SP,DATAFOLHA
00104,CONSTITUINTE VII - MANDATO SARNEY,https://www.cesop.unicamp.br/por/banco_de_dados/v/132,05/1988,DISTRITO FEDERAL/DF,DATAFOLHA
00106,BRASILEIROS CLANDESTINOS NO EXTERIOR,https://www.cesop.unicamp.br/por/banco_de_dados/v/134,08/1988,SÃO PAULO-CAP/SP,DATAFOLHA
00107,EDITORAS NACIONAIS,https://www.cesop.unicamp.br/por/banco_de_dados/v/135,08/1988,SÃO PAULO-CAP/SP,DATAFOLHA
00108,NOVA CONSTITUINTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/136,09/1988,CAPITAIS (VÁRIAS),DATAFOLHA
00109,COMÉRCIO AOS DOMINGOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/137,09/1988,SÃO PAULO-CAP/SP,DATAFOLHA
00110,PROIBIÇÃO DA DIVULGAÇÃO DE PESQUISA ELEITORAL,https://www.cesop.unicamp.br/por/banco_de_dados/v/138,10/1988,SÃO PAULO-CAP/SP,DATAFOLHA
00111,INTENÇÃO DE VOTO PARA PREFEITO 1988 - VI,https://www.cesop.unicamp.br/por/banco_de_dados/v/139,10/1988,SÃO PAULO-CAP/SP,DATAFOLHA
00112,INTENÇÃO DE VOTO PARA PREFEITO 1988 - VII,https://www.cesop.unicamp.br/por/banco_de_dados/v/140,10/1988,SÃO PAULO-CAP/SP,DATAFOLHA
00113,TABACO,https://www.cesop.unicamp.br/por/banco_de_dados/v/141,10/1988,SÃO PAULO-CAP/SP,DATAFOLHA
00114,SE LIGA RIO,https://www.cesop.unicamp.br/por/banco_de_dados/v/142,10/1988,RIO DE JANEIRO-CAP/RJ,DATAFOLHA
00115,AVALIAÇÃO SARNEY / PRÉ - PRESIDENCIAL,https://www.cesop.unicamp.br/por/banco_de_dados/v/143,10/1988,CAPITAIS (VÁRIAS),DATAFOLHA
00116,ELEIÇÕES PRESIDENCIAIS NOS EUA,https://www.cesop.unicamp.br/por/banco_de_dados/v/144,10/1988,SÃO PAULO-CAP/SP,DATAFOLHA
00117,EXPECTATIVA GOVERNO ERUNDINA,https://www.cesop.unicamp.br/por/banco_de_dados/v/306,11/1988,SÃO PAULO-CAP/SP,DATAFOLHA
00118,CENSURA NA TV/ ERUNDINA,https://www.cesop.unicamp.br/por/banco_de_dados/v/315,11/1988,SÃO PAULO-CAP/SP,DATAFOLHA
00120,VERÃO 88,https://www.cesop.unicamp.br/por/banco_de_dados/v/1745,11/1988,SÃO PAULO-CAP/SP,DATAFOLHA
00121,30 ANOS DE REVOLUÇÃO CUBANA,https://www.cesop.unicamp.br/por/banco_de_dados/v/319,12/1988,SÃO PAULO-CAP/SP,DATAFOLHA
00122,MEDIDAS POLÊMICAS JÂNIO X ERUNDINA,https://www.cesop.unicamp.br/por/banco_de_dados/v/320,12/1988,SÃO PAULO-CAP/SP,DATAFOLHA
00123,EMPRESÁRIOS: A DÉCADA PERDIDA,https://www.cesop.unicamp.br/por/banco_de_dados/v/321,12/1988,BRASIL,DATAFOLHA
00124,CEM ANOS DE REPÚBLICA,https://www.cesop.unicamp.br/por/banco_de_dados/v/323,12/1988,CAPITAIS (VÁRIAS),DATAFOLHA
00125,EXPECTATIVAS COM OS NOVOS PREFEITOS / AVALIAÇÃO DAS PREFEITURAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/324,12/1988,RIBEIRÃO PRETO/SP,DATAFOLHA
00126,40 ANOS DA DECLARAÇÃO DOS DIREITOS HUMANOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/325,12/1988,SÃO PAULO-CAP/SP,DATAFOLHA
00127,POTENCIAL TURÍSTICO DA CIDADE DE SÃO PAULO,https://www.cesop.unicamp.br/por/banco_de_dados/v/326,12/1988,SÃO PAULO-CAP/SP,DATAFOLHA
00128,EXPECTATIVA PARA 89 COM NOVOS PREFEITOS / AVALIAÇÃO DAS PREFEITURAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/327,12/1988,RIO DE JANEIRO-CAP/RJ,DATAFOLHA
00129,EXPECTATIVA PARA 89 COM NOVOS PREFEITOS/ AVALIAÇÃO DAS PREFEITURAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/328,12/1988,BELO HORIZONTE/MG,DATAFOLHA
00130,EXPECTATIVA PARA 89 COM NOVOS PREFEITOS/ AVALIAÇÃO DAS PREFEITURAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/331,12/1988,CURITIBA/PR,DATAFOLHA
00131,EXPECTATIVA PARA 89 COM NOVOS PREFEITOS/ AVALIAÇÃO DAS PREFEITURAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/333,12/1988,PORTO ALEGRE/RS,DATAFOLHA
00132,EXPECTATIVA PARA 89 COM NOVOS PREFEITOS/ AVALIAÇÃO DAS PREFEITURAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/334,12/1988,SALVADOR/BA,DATAFOLHA
00133,EXPECTATIVA PARA 89 COM NOVOS PREFEITOS/ AVALIAÇÃO DAS PREFEITURAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/336,12/1988,RECIFE/PE,DATAFOLHA
00134,EXPECTATIVA PARA 89 COM NOVOS PREFEITOS/ AVALIAÇÃO DAS PREFEITURAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/338,12/1988,FORTALEZA/CE,DATAFOLHA
00135,EXPECTATIVA PARA 89 COM NOVOS PREFEITOS/ AVALIAÇÃO DAS PREFEITURAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/340,12/1988,BELÉM/PA,DATAFOLHA
00136,EXPECTATIVA PARA 89 COM NOVOS PREFEITOS/ AVALIAÇÃO DAS PREFEITURAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/342,12/1988,GOIÂNIA/GO,DATAFOLHA
00137,EXPECTATIVA PARA 89 COM NOVOS PREFEITOS/ AVALIAÇÃO DAS PREFEITURAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/344,12/1988,SÃO JOSÉ DO RIO PRETO/SP,DATAFOLHA
00138,EXPECTATIVA PARA 89 COM NOVOS PREFEITOS/ AVALIAÇÃO DAS PREFEITURAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/345,12/1988,SANTOS/SP,DATAFOLHA
00140,EXPECTATIVA PARA 89 COM NOVOS PREFEITOS/ AVALIAÇÃO DAS PREFEITURAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/349,12/1988,SANTO ANDRÉ/SP,DATAFOLHA
00141,EXPECTATIVA PARA 89 COM NOVOS PREFEITOS/ AVALIAÇÃO DAS PREFEITURAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/351,12/1988,SÃO CAETANO DO SUL/SP,DATAFOLHA
00142,EXPECTATIVA PARA 89 COM NOVOS PREFEITOS/ AVALIAÇÃO DAS PREFEITURAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/352,12/1988,DIADEMA/SP,DATAFOLHA
00144,DESARMAMENTO NUCLEAR,https://www.cesop.unicamp.br/por/banco_de_dados/v/356,12/1988,SOROCABA/SP,DATAFOLHA
00145,DESARMAMENTO NUCLEAR,https://www.cesop.unicamp.br/por/banco_de_dados/v/364,12/1988,ANGRA DOS REIS/RJ,DATAFOLHA
00146,EXPECTATIVA PARA 89 COM NOVOS PREFEITOS/ AVALIAÇÃO DAS PREFEITURAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/365,12/1988,ANGRA DOS REIS/RJ,DATAFOLHA
00147,EXPECTATIVA PARA 89 COM NOVOS PREFEITOS/ AVALIAÇÃO DAS PREFEITURAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/366,12/1988,CAMPINAS/SP,DATAFOLHA
00148,EXPECTATIVA PARA 89 COM NOVOS PREFEITOS/ AVALIAÇÃO DAS PREFEITURAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/367,12/1988,SÃO JOSÉ DOS CAMPOS/SP,DATAFOLHA
00149,EXPECTATIVA PARA 89 COM NOVOS PREFEITOS/ AVALIAÇÃO DAS PREFEITURAS,https://www.cesop.unicamp.br/por/banco_de_dados/v/368,12/1988,OSASCO/SP,DATAFOLHA
00150,AVALIAÇÃO MAÍLSON/ SARNEY,https://www.cesop.unicamp.br/por/banco_de_dados/v/369,12/1988,CAPITAIS (VÁRIAS),DATAFOLHA
00151,VOTO JOVEM I - PRESIDENTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/370,12/1988,CAPITAIS (VÁRIAS),DATAFOLHA
00153,PLANO ECONÔMICO - CHOQUE VERÃO,https://www.cesop.unicamp.br/por/banco_de_dados/v/372,01/1989,SÃO PAULO-CAP/SP,DATAFOLHA
00154,PLANO ECONÔMICO - CHOQUE VERÃO,https://www.cesop.unicamp.br/por/banco_de_dados/v/373,01/1989,BRASIL,DATAFOLHA
00155,PLANO ECONÔMICO - CHOQUE VERÃO (1 MÊS),https://www.cesop.unicamp.br/por/banco_de_dados/v/374,02/1989,SÃO PAULO-CAP/SP E RIO DE JANEIRO-CAP/RJ,DATAFOLHA
00157,HORÁRIO POLÍTICO NA TV / VOZ DO BRASIL,https://www.cesop.unicamp.br/por/banco_de_dados/v/375,02/1989,SÃO PAULO-CAP/SP E RIO DE JANEIRO-CAP/RJ,DATAFOLHA
00158,DELEGADOS A CONVENÇÃO PMDB EM BRASÍLIA,https://www.cesop.unicamp.br/por/banco_de_dados/v/376,03/1989,BRASÍLIA/DF,DATAFOLHA
00159,PLANO ECONÔMICO - CHOQUE VERÃO (2 MESES),https://www.cesop.unicamp.br/por/banco_de_dados/v/377,03/1989,SÃO PAULO-CAP/SP,DATAFOLHA
00160,PLANO ECONÔMICO - CHOQUE VERÃO (2 MESES),https://www.cesop.unicamp.br/por/banco_de_dados/v/378,03/1989,RIO DE JANEIRO-CAP/RJ,DATAFOLHA
00161,SHOPPING AOS DOMINGOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/379,03/1989,SÃO PAULO-CAP/SP,DATAFOLHA
00162,25 ANOS DO MOVIMENTO MILITAR DE 64,https://www.cesop.unicamp.br/por/banco_de_dados/v/380,03/1989,SÃO PAULO-CAP/SP,DATAFOLHA
00163,AVALIAÇÃO PREFEITOS (3 MESES),https://www.cesop.unicamp.br/por/banco_de_dados/v/381,04/1989,SÃO PAULO-CAP/SP,DATAFOLHA
00164,PLANO ECONÔMICO - CHOQUE VERÃO (3 MESES),https://www.cesop.unicamp.br/por/banco_de_dados/v/382,04/1989,SÃO PAULO-CAP/SP E RIO DE JANEIRO-CAP/RJ,DATAFOLHA
00165,AVALIAÇÃO GOVERNADOR ALAGOAS / COLLOR,https://www.cesop.unicamp.br/por/banco_de_dados/v/383,04/1989,ALAGOAS/AL,DATAFOLHA
00167,PLANO ECONÔMICO - CHOQUE VERÃO (4 MESES),https://www.cesop.unicamp.br/por/banco_de_dados/v/385,05/1989,SÃO PAULO-CAP/SP E RIO DE JANEIRO-CAP/RJ,DATAFOLHA
00168,SALÁRIO MÍNIMO,https://www.cesop.unicamp.br/por/banco_de_dados/v/386,05/1989,SÃO PAULO-CAP/SP,DATAFOLHA
00169,DIVULGAÇÃO DA PESQUISA ELEITORAL II,https://www.cesop.unicamp.br/por/banco_de_dados/v/387,05/1989,SÃO PAULO-CAP/SP,DATAFOLHA
00170,POPULARIZAÇÃO DA ECONOMIA,https://www.cesop.unicamp.br/por/banco_de_dados/v/388,06/1989,SÃO PAULO-CAP/SP,DATAFOLHA
00172,SERVIÇO MILITAR,https://www.cesop.unicamp.br/por/banco_de_dados/v/390,06/1989,SÃO PAULO-CAP/SP,DATAFOLHA
00173,AVALIAÇÃO PREFEITOS (6 MESES),https://www.cesop.unicamp.br/por/banco_de_dados/v/391,06/1989,SÃO PAULO-CAP/SP,DATAFOLHA
00174,VOTO NACIONAL I,https://www.cesop.unicamp.br/por/banco_de_dados/v/392,07/1989,BRASIL,IBOPE
00175,VOTO NACIONAL II,https://www.cesop.unicamp.br/por/banco_de_dados/v/393,07/1989,BRASIL,IBOPE
00176,VOTO NACIONAL III,https://www.cesop.unicamp.br/por/banco_de_dados/v/396,08/1989,BRASIL,IBOPE
00177,VOTO NACIONAL IV,https://www.cesop.unicamp.br/por/banco_de_dados/v/401,08/1989,BRASIL,IBOPE
00178,VOTO NACIONAL V,https://www.cesop.unicamp.br/por/banco_de_dados/v/402,08/1989,BRASIL,IBOPE
00179,VOTO NACIONAL VI,https://www.cesop.unicamp.br/por/banco_de_dados/v/409,08/1989,BRASIL,IBOPE
00180,FILMES DUBLADOS NA TV,https://www.cesop.unicamp.br/por/banco_de_dados/v/411,08/1989,SÃO PAULO-CAP/SP,DATAFOLHA
00181,JAZZ II - PREFERÊNCIAS E HÁBITOS MUSICAIS,https://www.cesop.unicamp.br/por/banco_de_dados/v/412,08/1989,SÃO PAULO-CAP/SP,DATAFOLHA
00182,MEIO AMBIENTE,https://www.cesop.unicamp.br/por/banco_de_dados/v/414,08/1989,SÃO PAULO-CAP/SP,DATAFOLHA
00183,INTENÇÃO DE VOTO PARA PRESEIDENTE V - 1989,https://www.cesop.unicamp.br/por/banco_de_dados/v/416,08/1989,BRASIL,DATAFOLHA
00184,PENA DE MORTE / INFLAÇÃO,https://www.cesop.unicamp.br/por/banco_de_dados/v/418,08/1989,SÃO PAULO-CAP/SP,DATAFOLHA
00185,VOTO NACIONAL VII,https://www.cesop.unicamp.br/por/banco_de_dados/v/420,09/1989,BRASIL,IBOPE
00186,INTENÇÃO DE VOTO PRESIDENTE VI - CULTURA POLÍTICA I - CEDEC,https://www.cesop.unicamp.br/por/banco_de_dados/v/421,09/1989,BRASIL,DATAFOLHA
00187,HORÁRIO ELEITORAL GRATUITO (EXPECTATIVA),https://www.cesop.unicamp.br/por/banco_de_dados/v/425,09/1989,CAPITAIS (VÁRIAS),DATAFOLHA
00188,AVALIAÇÃO PRESIDENTE / GOVERNADOR,https://www.cesop.unicamp.br/por/banco_de_dados/v/427,09/1989,CAPITAIS (VÁRIAS),DATAFOLHA
00189,SARNEY NO PALANQUE ELETRÔNICO,https://www.cesop.unicamp.br/por/banco_de_dados/v/428,09/1989,SÃO PAULO-CAP/SP,DATAFOLHA
00190,VOTO NACIONAL VIII,https://www.cesop.unicamp.br/por/banco_de_dados/v/429,09/1989,BRASIL,IBOPE
00191,INTENÇÃO DE VOTO PARA PRESIDENTE VII - 1989,https://www.cesop.unicamp.br/por/banco_de_dados/v/431,09/1989,BRASIL,DATAFOLHA
00192,VOTO NACIONAL IX,https://www.cesop.unicamp.br/por/banco_de_dados/v/433,10/1989,BRASIL,IBOPE
00193,VOTO NACIONAL X,https://www.cesop.unicamp.br/por/banco_de_dados/v/435,10/1989,BRASIL,IBOPE
00194,VOTO NACIONAL XI,https://www.cesop.unicamp.br/por/banco_de_dados/v/436,10/1989,BRASIL,IBOPE
00195,VOTO NACIONAL XII,https://www.cesop.unicamp.br/por/banco_de_dados/v/437,10/1989,BRASIL,IBOPE
00196,INTENÇÃO DE VOTO PARA PRESIDENTE VIII,https://www.cesop.unicamp.br/por/banco_de_dados/v/438,10/1989,BRASIL,DATAFOLHA
